SLIMECOUNT	$0000162b
DRAIL_0	$000c8000
DRAIL_4	$000c8000
RADER_0_F1	$000eb3f4
RADER_1_F1	$000eb49a
RADER_0	$000e8000
RADER_1	$000e8000
RADER_0_F	$000eb3ce
RADER_1_F	$000eb489
RADER_0_P	$000eb3b3
RADER_1_P	$000eb46b
DRAIL_0S	$000c8000
DRAIL_0_F	$000c9b2f
DRAIL_0_P	$000c9b20
DRAIL_0_F1	$000c9b37
DRAIL_4_F	$000c9b68
DRAIL_4_P	$000c9b4e
CY	$00001679
DASHSPR	$0003d393
CZ	$0000167b
ZACO_0	$0000c3eb
ZACO_1	$0000c407
ZACO_5	$0000aa8b
ZACO_4	$0000c167
ZACO_6	$0000ab4f
ZACO_7	$0000c2d3
ZACO_8	$0000ab6b
ZACO_9	$0000b03b
ZACO_A	$0000cbcb
ZACO_B	$0000cbaf
ZACO1AP	$00000004
ZACO2AP	$00000004
ZACO1HP	$00000002
ZACO2HP	$00000004
ZACOSAP	$00000004
ZACOSHP	$00000002
ZACO_4P	$0000c183
ZACO_7P	$0000c2ef
ZACO_8P	$0000aba3
MFACELOOP	$00018d14
MFACESEND	$00018d07
MFAST_PROJECTPNT	$0001ce0a
MFACES	$00018d14
MFACELABEL	$00018ead
MFACELOOP1	$00018d2c
MFACEON	$00018ea1
MFASTPROJ	$00000001
MFACELABEL2	$00018eb5
MFACENOTVIS	$00018eb8
ZACOINTRO_ISTRAT	$00078ec1
ZACO2INTRO_ISTRAT	$00078f8d
ZACOINTRO_STRAT	$00078f08
ZACO2INTRO_STRAT	$00078fbd
ZACO2LOOP_STRAT	$0008b0f3
ZACOS2_INIT	$0008ad17
ZACOS3_INIT	$0008ad70
ZACOS4_INIT	$0008ade8
ZACO2DASH_STRAT	$0008b159
ZACO1_CONT	$0008b31f
ZACO2_CONT	$0008b047
ZACO2_INIT	$0008af93
ZACO1A_INIT	$0008b36a
ZACO1B_INIT	$0008b399
ZACO2LOOP_INIT	$0008b08c
ZACO1L_ISTRAT	$0008b1c3
ZACO2DASH_INIT	$0008b148
ZACO2_ISTRAT	$0008af4f
ZACOS2_STRAT	$0008ad51
ZACOS3_STRAT	$0008ad84
ZACOS_ISTRAT	$0008ac83
ZACOS4_STRAT	$0008adf5
ZACO1_ICONT	$0008b1e0
ZACO1_STRAT	$0008b24f
ZACO1R_ISTRAT	$0008b1d3
ZACO2_STRAT	$0008afa4
ZACOS_CONT	$0008acfc
ZACOS_STRAT	$0008acc6
ZACO1A_STRAT	$0008b37d
ZACO1B_STRAT	$0008b3a6
ZACO3CIRCLE_STRAT	$000a81dd
ZACO7_STRAT	$000abe3f
ZACO3GO_INIT	$000a8371
ZACO3DIE_STRAT	$000a8315
ZACO34_ISTRAT	$000a805d
ZACO3GO_STRAT	$000a8393
ZACO3DIE_ISTRAT	$000a8300
ZACO0C2_ISTRAT	$000a85c0
ZACO0_ISTRAT	$000a8485
ZACO3CONT	$000a847c
ZACO3_ISTRAT	$000a8031
ZACO4_ISTRAT	$000a8000
ZACO0B_ISTRAT	$000a8500
ZACO0_STRAT	$000a84b6
ZACO0C_ISTRAT	$000a8526
ZACO0D_ISTRAT	$000a85e6
ZACO0AP	$00000008
ZACO3AP	$00000008
ZACO0HP	$00000002
ZACO3HP	$00000002
ZACO3_STRAT	$000a80a7
ZACO0B_STRAT	$000a850d
ZACO7_ISTRAT	$000abe26
ZACO0C_STRAT	$000a85cd
ZACO0D_STRAT	$000a85f3
ZACO_0	$00108000
ZACO_1	$00108000
ZACO_5	$000e8000
ZACO_4	$00108000
ZACO_6	$000e8000
ZACO_7	$00108000
ZACO_8	$000e8000
ZACO_9	$000e8000
ZACO_A	$00118000
ZACO_B	$00118000
ZACO_4_EBSP	$0010c826
ZACO_5_EBSP	$000e9e5e
ZACO_7_EBSP	$0010db1a
ZACO_8_EBSP	$000ea999
ZACO_9_EBSP	$000ee5c9
ZACO_5_F11	$000e9dbc
ZACO_5_F13	$000e9dc7
ZACO_5_F20	$000e9e22
ZACO_5_F14	$000e9ddb
ZACO_5_F15	$000e9def
ZACO_5_F22	$000e9e2d
ZACO_5_F23	$000e9e4a
ZACO_5_F17	$000e9dfa
ZACO_4P_F1	$0010c850
ZACO_5_F18	$000e9e17
ZACO_7P_F1	$0010db3b
ZACO_8P_F1	$000ea9b7
ZACO_A_EBSP	$0011b14c
ZACO_B_EBSP	$0011af95
ZACO_0_F1	$0010e762
ZACO_1_F1	$0010e999
ZACO_A_F10	$0011b088
ZACO_A_F11	$0011b0a5
ZACO_A_F12	$0011b0b9
ZACO_A_F13	$0011b0ea
ZACO_A_F15	$0011b0f5
ZACO_A_F16	$0011b12e
ZACO_B_F10	$0011af0d
ZACO_B_F11	$0011af33
ZACO_B_F12	$0011af47
ZACO_B_F14	$0011af52
ZACO_4_F1	$0010c794
ZACO_B_F16	$0011af5d
ZACO_4_F3	$0010c79f
ZACO_4_F5	$0010c7aa
ZACO_4_F6	$0010c812
ZACO_4_F7	$0010c81c
ZACO_5_F1	$000e9d44
ZACO_5_F3	$000e9d4f
ZACO_5_F5	$000e9d5a
ZACO_4P_F	$0010c83c
ZACO_5_F6	$000e9d92
ZACO_5_F8	$000e9d9d
ZACO_5_F9	$000e9db1
ZACO_6_F1	$000ea81b
ZACO_4P_P	$0010c827
ZACO_7_F1	$0010da54
ZACO_7_F3	$0010da5f
ZACO_7_F5	$0010da6a
ZACO_7_F6	$0010dabc
ZACO_7_F7	$0010daeb
ZACO_8_F1	$000ea907
ZACO_8_F3	$000ea912
ZACO_8_F5	$000ea91d
ZACO_7P_F	$0010db2d
ZACO_8_F6	$000ea94d
ZACO_8_F7	$000ea973
ZACO_9_F1	$000ee527
ZACO_9_F3	$000ee532
ZACO_8P_F	$000ea9a9
ZACO_9_F5	$000ee53e
ZACO_9_F6	$000ee58e
ZACO_9_F7	$000ee598
ZACO_7P_P	$0010db1b
ZACO_8P_P	$000ea99a
ZACO_0_F	$0010e718
ZACO_1_F	$0010e955
ZACO_A_F1	$0011b03e
ZACO_A_F3	$0011b049
ZACO_A_F5	$0011b054
ZACO_0_P	$0010e6e9
ZACO_A_F7	$0011b05f
ZACO_B_F1	$0011aea9
ZACO_A_F9	$0011b06b
ZACO_1_P	$0010e84f
ZACO_B_F3	$0011aeb4
ZACO_4_F	$0010c757
ZACO_B_F5	$0011aebf
ZACO_B_F6	$0011aef7
ZACO_5_F	$000e9cae
ZACO_B_F8	$0011af02
ZACO_6_F	$000ea7ef
ZACO_4_P	$0010c742
ZACO_7_F	$0010da02
ZACO_5_P	$000e9b54
ZACO_8_F	$000ea8c4
ZACO_6_P	$000ea7d5
ZACO_9_F	$000ee4e7
ZACO_7_P	$0010d8ff
ZACO_8_P	$000ea8a4
ZACO_9_P	$000ee4b4
ZACO_4P	$00108000
ZACO_7P	$00108000
ZACO_8P	$000e8000
ZACO_A_F	$0011afbf
ZACO_B_F	$0011ae31
ZACO_A_P	$0011af96
ZACO_B_P	$0011ae0e
TADPOLE	$0000b0ab
GSPR	$0003d409
DDECANIM_X	$00098087
TADPOLE_STRAT	$000aef0d
TADPOLE_ISTRAT	$000aeed6
TADPOLE_F	$000ee989
TADPOLE_P	$000ee7f6
TADPOLE_EBSP	$000eeb1b
TADPOLE_F1	$000eea03
TADPOLE_F3	$000eea0e
TADPOLE_F5	$000eea1a
TADPOLE_F6	$000eea4b
TADPOLE_F7	$000eea6b
TADPOLE_F9	$000eea76
TADPOLE_F11	$000eea81
TADPOLE_F13	$000eea8c
TADPOLE_F14	$000eeaa1
TADPOLE_F15	$000eead3
TADPOLE	$000e8000
CGDATA	$00002122
BGF_BG	$00000004
BGFLAGS	$00001a17
CGDATAR	$0000213b
BGF_RESTART	$00000001
AUDIOSTATE_REPEAT	$00000003
AUDIOSTATE_RESUME	$00000004
BGFOXPAC	$007f0120
BGF_INFO	$00000008
BGF_FOXY	$00000002
BGF_TEXT	$00000010
AUDIOSTATE_NONE	$00000000
AUDIOSTATE_NOREPEAT	$00000001
BGF1PCR	$00248390
BGF1CCR	$00169f70
BGFSNIPCR	$0015e870
BGFSBG3CCR	$0015ccb4
BGFOXCCR	$0014f158
BGFOXPCR	$0014f318
ADVAL	$0000003f
T2W	$00001670
AFONFIRE	$00000040
READ_JOYPAD_L	$0003c119
READ_JOYPADT_L	$0003c106
READ_JOYPAD_L.READITALL	$0003c11a
GAMEFLAGS2	$0000155c
GAMESH	$00009a94
GAMEMTRANS	$00002f22
GAMECHAR_SIZE	$00000020
GAMETRANLEN1	$00002a00
GAMETRANLEN2	$00002a00
GAMEMDM	$00000021
GAMEPAL	$0000191c
GAMEFLAGS	$0000155b
GAMEVW_POS	$000000cf
GAMEBMPSZ	$00005400
GAMEFRAME	$00001640
GAMENUM_COL	$0000001c
GAMESTROW	$00000002
GAMENUM_ROW	$00000018
GAMEVWPOS	$0000192f
GAMEPALETTES	$007f0000
GAMENAME	$00000000
GAMEMODE	$00001942
GAMEMAXTRANS	$00002f22
GAME_C	$0003856a
GAMECLIPWINDOW	$0002ef61
GAMEOVER_L	$0002e0b4
GAMEPALBUFF	$007e81f6
GAMECLIPWINDOW_L	$0002ef5d
GAMEPAL_RED	$00000001
GAMELOOP2	$0002dfb7
GAMEOVERPAL	$0002f422
GAMESTART	$0002dfb1
GAMEPAL_BLUE	$00000002
GAMEPAL_NORM	$00000000
GAMEOVERINIT_L	$0021bbd8
GAME_OVERBGMLEN	$0000012d
GAME_OVERBGM	$0009fdf6
GAMESH	$0011edb4
CA_1D	$000384f3
CA_0	$000384e1
CA_1	$000384ea
CA_2	$000384fc
CA_3	$00038505
CA_4	$0003850e
CA_5	$00038517
SEA_0	$00009ebe
SEA_0_0	$00009edf
SEA_0_1	$00009efb
SEA_0_S	$00009eda
SEAPAL	$0002f362
SEADRAGONAP	$00000006
SEADRAGONHP	$00000004
SEAMON_STRAT	$0008c89d
SEAMON_ISTRAT	$0008c850
SEADY	$000999a9
SEADRAGON_ISTRAT	$000999a9
SEADY.MISSHEIGHT	$000999bc
SEADRAGON2_ISTRAT	$000999a5
SEAD	$000999f7
SEARCHMETEOR_ISTRAT	$00099285
SEADRAGON_ISTRAT2	$000999f7
SEANECKAP	$00000010
SEANECKHP	$ffffffff
SEA_0	$000c8000
SEA_0_0_F	$000c9523
SEA_0_1_F	$000c9567
SEA_0_0_P	$000c9512
SEA_0_1_P	$000c9550
SEA_0_S_F	$000c94db
SEA_0_S_P	$000c94c7
SEA_0_0_F1	$000c952b
SEA_0_1_F1	$000c9584
SEA_0_1_F3	$000c958f
SEA_0_1_F4	$000c95b5
SEA_0_EBSP	$000c94c6
SEA_0_S_F1	$000c94e9
SEA_0_F1	$000c942c
SEA_0_F3	$000c9437
SEA_0_F5	$000c9442
SEA_0_F6	$000c9495
SEA_0_F7	$000c94b2
SEA_0_1_EBSP	$000c95c9
SEA_0_0	$000c8000
SEA_0_1	$000c8000
SEA_0_F	$000c93ec
SEA_0_P	$000c93c9
SEA_0_S	$000c8000
PCBOXOBJ_LW	$000015ee
PCBOXOBJ_RW	$000015f0
DX	$0000000c
HALF_D	$0000c43f
PCBOXOBJ_B	$000015f2
MTXCLPPOLY2D	$00018e97
MTXCLIP2D_RIGHT	$000199bf
MTXCLIP2D_BOT	$00019c08
MTXCLIPPOLY2DEXIT	$00019d38
MTXCLIP2D_TOP	$00019ae3
MTXCLIP2D_LEFT	$000198a1
MTXCLIPPOLY2D	$0001988f
HALFD_COL	$007e808e
HALFBG23	$0002ec1e
PFALCON3_1	$0004d819
PFALCO_LV1	$0004da31
PFADEINTOTAL	$0004ec43
HALFD_ISTRAT	$000af652
HALFD_STRAT	$000af66b
HALF_D	$00108000
HALF_D_F1	$0010eda5
HALF_D_F	$0010ed8b
HALF_D_P	$0010ebcf
OKMES	$0003d32b
ANGLEXZ	$000012dd
ANGLEXY_OFF_L	$001fcf33
ANGLEXY_L	$001fd039
ANGLEXY_ABS_L	$001fcf5b
IKA	$0000cd6f
IKA_F	$0011c8e0
IKA_P	$0011c588
IKA_EBSP	$0011cad5
IKA	$00118000
IKA_F1	$0011c989
IKA_F3	$0011c994
IKA_F5	$0011c99f
IKA_F7	$0011c9aa
IKA_F9	$0011c9b5
IKA_F11	$0011c9c1
IKA_F12	$0011c9e9
IKA_F13	$0011ca57
IKA_F21	$0011caa1
IKA_F15	$0011ca62
IKA_F23	$0011caac
IKA_F17	$0011ca6d
IKA_F24	$0011cac1
IKA_F18	$0011ca82
IKA_F19	$0011ca96
TEAMMATESELECTCHANCE	$00000003
DY	$0000000e
TEAMTXT	$0001e7e1
DAYCOL	$0002f3e2
MSQRT16	$00018058
MSQRT32	$00018086
MDBUG	$000183c0
NOTNEEDEDYET	$0003e259
NOTHING_ISTRAT	$0009be42
FRAMESPERAP	$0000000a
FRAMECNT	$00000006
FRAMENUM	$000000b3
FRAMERATE	$0000156e
FRAMEC	$0000128e
FRAMER	$00001728
FRAMES	$0000172a
FRAMECOUNT	$00001729
ALIENTEMP	$000017fc
ALIENDFLAGS	$000017fe
FRAMESB	$0000172b
ALIENFLAGS_L	$0002f062
FRAMESCALEVECS	$000bea90
EVADERAP	$00000004
EVADERHP	$00000008
EVADER_COL1	$007e6ae6
EVADER_COL	$007e6ad4
EVADERA_STRAT	$0008bb1c
EVADER_CONT	$0008bd3c
EVADER_INIT	$0008bc56
EVADERX_POS	$0008bdc9
EVADERY_POS	$0008bdd1
EVADERZ_POS	$0008bdd9
EVADER_STRAT	$0008bc63
EVADER_ISTRAT	$0008bafa
EVADERNEWPOS	$0008bd68
T_TOWER_2_P	$00000000
FOX	$00001924
BGHOLEPAC	$007f11e0
T_TXSQUARE_P2	$00000000
T_T_BOOL_6_P	$00000000
T_TRAINING_P	$00000000
T_TRUCK_P	$00000000
T_TANK_1_P	$00000000
T_TANK_2_P	$00000000
T_TOW_0_P	$00000000
T_TOW_1_P	$00000000
T_TXSQUARE_P	$00000000
T_TUNNEL_0_P	$00000000
T_TUNNEL_4_P	$00000000
T_TUNNEL_6_P	$00000000
T_TUNNEL_7_P	$00000000
T_TUNNEL_8_P	$00000000
T_TADPOLE_P	$00000000
T_TXSQUARE100_P	$00000000
LITESRC	$00008000
FOXFOOTANIM1	$0003e0d1
FOXFOOTANIM2	$0003e0e5
FOXFOOTANIM3	$0003e0f9
FOX_SPRITES_L	$0003dcdb
XOFFSET	$00005542
FOXY_FLAG	$00000022
FOXY_FOOT	$0000001c
FOXY_FRAME	$00000014
FOXARMANIM	$0003df9f
FOXY_SHAPE	$00000020
FOXYTRANS_L	$0003db8b
HANDLER	$001fe6a9
FOXEYEANIM	$0003df97
FOXY_PTR	$0000001e
FOXARMANIM1	$0003e03b
FOXARMANIM2	$0003e06d
FOXARMANIM3	$0003e09f
FOXIRQ1	$007e38bd
FOXIRQ2	$007e38c6
FOXIRQ3	$007e38cf
FOXY_OPTION	$00000012
FOXCURSOR	$0000003c
FOXY_XA	$00000016
FOXY_YA	$00000018
FOXY_ZA	$0000001a
FOXSPRITES	$0003dd80
FOXY_CONTINUE_L	$0003d7e0
FOXEYEANIM1	$0003dfb7
FOXEYEANIM2	$0003dfe3
FOXEYEANIM3	$0003e00f
FOXFOOTANIM	$0003dfa7
PGAMEOVER	$0004eb7b
BGHOLEACCR	$0014dac0
BGHOLEAPCR	$0016ea60
ASF_NOHITAFFECT	$00000020
ASF_SAMESHAPECOLLIDE	$00000080
ASF_SSPRITE	$00000020
ASF_PLAYEROBJ	$00000001
ASF_HITFLASH	$00000002
ASF_RELEXPLODE	$00000004
ASF_LCOLLIDE	$00000002
ASF_MOTHEROBJ	$00000040
ASF_LOCKON	$00000010
ASF_SFLAG1	$00000010
ASF_SFLAG2	$00000020
ASF_SFLAG3	$00000040
ASF_SFLAG4	$00000080
ASF_SFLAG5	$00000001
ASF_SFLAG6	$00000002
ASF_SFLAG7	$00000004
ASF_SFLAG8	$00000020
ASF_SHADOW	$00000008
ASF_NOPOLYEXP	$00000040
ASF_COLLIDE	$00000080
SFACE2_B	$0000b94f
ASF_DONESND	$00000002
FASTROM	$00000000
FAST	$00000001
ASF_CHILDOBJ	$00000010
ASF_NOEXPSND	$00000008
ASF_REALOBJ	$00000008
ASF_PARTOBJ	$00000010
SFACE_B	$0000b933
ASF_INVISIBLE	$00000008
ASF_SMFLAG1	$00000004
ASF_SPECIAL	$00000001
ASF_SHADOWSHAPE	$00000004
ASF_COLLDISABLE	$00000001
ASF_TEXTOBJ	$00000040
ASF_CSPECIAL	$00000080
SAFEINIDISPTOP	$00000001
FASTPARTICLEEXPLODE_STRAT	$0006bb7c
FASTEXPLODEDEBRIS_ISTRAT	$0006b450
FASTPARTICLEEXPLODE_ISTRAT	$0006bb46
FASTFIGHTER1_STRAT	$0008e8cf
FASTFIGHTER3_ISTRAT	$0008e9ad
FASTFIGHTER2_STRAT	$0008ea4b
FASTFIGHTER3_STRAT	$0008e9c6
FASTFIGHTER_INIT	$0008ea9e
FASTFIGHTER1_ISTRAT	$0008e8b6
FASTFIGHTER2_ISTRAT	$0008ea36
SFACE_B_F1	$000fe1fd
SFACE2_B	$000f8000
SFACE_B	$000f8000
SFACE_B_F	$000fe1e9
SFACE_B_P	$000fe1da
WEAPON_HPLASMA	$00000026
WEAPON_YHPLASMA	$00000028
WEAPON_PLAYERBEAM	$0000003e
WEAPON_STBHMISSILE1	$0000001a
WEAPON_FRIENDELASER	$00000006
WEAPON_CURRENT	$00000000
WEAPON_RELSLOWELASER	$0000000c
WEAPON_RELBEAMBALL	$00000038
WEAPON_RELSLOWELASERHOME	$0000000a
WEAPON_RINGLASER	$00000030
WEAPON_BEAMBALL	$00000036
WEAPON_QHMISSILE1	$00000010
WEAPON_HMISSILE1	$00000012
WEAPON_KAMIHMISSILE1	$00000016
WEAPON_HMISSILE2	$0000001c
WEAPON_ELASER	$00000004
WEAPON_MISSILE1	$0000001e
WEAPON_MISSILE2	$00000020
WEAPON_RELOVALBEAM	$00000032
WEAPON_SHORTPLASMA	$00000024
WEAPON_FAKEFARHMISSILE1	$00000014
WEAPON_REBELASER	$00000002
WEAPON_PLASMA	$00000022
WEAPON_SLOWELASER	$00000008
WEAPON_OVALBEAM	$0000002e
WEAPON_RELFASTELASER	$0000000e
WEAPON_SPREAD	$0000002c
WEAPON_SCALE	$00000002
WEAPON_CHICKHMISSILE1	$00000018
WEAPON_BOSSHMISSILE1	$0000003a
WEAPON_BOSSHMISSILE2	$0000003c
WEAPON_NUKE	$0000002a
WEAPON_RELRINGLASER	$00000034
WEAPONS_DATA	$001fd192
WEAPCOLLIDE_ISTRAT	$002187c9
MR2	$00003004
MR2D	$000016e3
MAINTEMPALC	$007ea0e4
AMISSILE	$0000c397
AMISSILE_F	$0010e223
AMISSILE_P	$0010e033
AMISSILE	$00108000
AMISSILE_EBSP	$0010e2c7
AMISSILE_F1	$0010e255
AMISSILE_F3	$0010e260
AMISSILE_F4	$0010e2a1
DOBG2	$000019d0
DEFAULTID	$00001a0d
DEFAULTTRAIN	$00001ae3
DBOSSAP	$0000000a
DBOSSHP	$0000000a
DEFAULTNUKECOUNT	$00000003
CHEQUERED_TAB0	$007e8216
CHEQUERED_TAB1	$007e8237
CHEQUERED_TAB2	$007e8259
CHEQUERED_TAB3	$007e827b
CHEQUERED_TAB4	$007e829e
CHEQUERED_TAB5	$007e82c1
CHEQUERED_TAB6	$007e82e5
CHEQUERED_TAB7	$007e8308
CHEQUERED_TAB8	$007e832b
CHEQUERED_TAB9	$007e834e
CHEQUERED_TAB10	$007e8371
CHEQUERED_TAB11	$007e8395
CHEQUERED_TAB12	$007e83b9
CHEQUERED_TAB13	$007e83dd
CHEQUERED_TAB20	$007e84d8
CHEQUERED_TAB21	$007e84fc
CHEQUERED_TAB14	$007e8400
CHEQUERED_TAB15	$007e8423
CHEQUERED_TAB22	$007e8520
CHEQUERED_TAB23	$007e8543
CHEQUERED_TAB30	$007e863d
CHEQUERED_TAB31	$007e8661
CHEQUERED_TAB16	$007e8447
CHEQUERED_TAB17	$007e846b
CHEQUERED_TAB24	$007e8565
CHEQUERED_TAB25	$007e8589
CHEQUERED_TAB18	$007e8490
CHEQUERED_TAB19	$007e84b4
CHEQUERED_TAB26	$007e85ad
CHEQUERED_TAB27	$007e85d1
CHEQUERED_TAB28	$007e85f5
CHEQUERED_TAB29	$007e8619
CHEQUERED_TABLES	$007e8685
DEFAULT_C	$000381d8
DOBLINK	$001fdc9d
CHECKBONUS	$0002eb49
DEFAULT_A1	$0003820a
CHECKIFIAMEND	$0002e348
DOBGREQ_L	$0003e942
DOBLINK1	$001fdcaa
DOBLINK3	$001fdcc4
DOBLINK2	$001fdcb7
DOBLINK4	$001fdcd1
DEFELASERCOL_ISTRAT	$002188a0
DOBOSSROTX4_SROU	$00088097
DOBOSS2ROT_SROU	$000899f2
DOBOSSROT_SROU	$00088000
DOBJ2OBJ3DANGLE_XY	$00098005
CHECKARROWS_SROU	$000be9c6
_NEXT	$00000000
GRABBER2	$00009784
BIG_M	$00009d39
BIGSPACE_GAMEFLAGSON	$00000020
CFGR_NOIRQ	$00000080
BIGSFLASHDIST	$000001f4
CUBEAP	$00000010
SVOLCANO	$0000cb23
CUBEHP	$00000064
BIGSPACE_GAMEFLAGSOFF	$00000000
BIG_METEOR	$0000982c
BIGSPACE_VIEWCY	$ffffffc4
BIGLFLASHDIST	$00000578
BIGSPACE_FLYMODE	$00000012
GRABBER	$0000a1aa
BIGX	$000000a6
BIGY	$000000a8
BIGZ	$000000aa
INATUNNEL	$0000174e
ANIMFRAME	$00001643
BIG_METEOR_ISTRAT	$00209a94
BIGSPACE_MMAXX	$00000258
BIGSPACE_MMAXY	$00002710
BIGSPACE_MMINX	$fffffda8
BIGMFLASHDIST	$000003e8
CFGR_MS1	$00000020
BIGSPACE_MISSBOUNDFLAGS	$00000000
BIG_BIRD	$0000a4bf
BIG_GATE	$0000a337
BIGSPACE_MAXX	$00000258
BIGSPACE_MAXY	$00000050
BIGSPACE_MINX	$fffffda8
BIGSPACE_MINY	$ffffff42
BIGSPACE_PMOVELIMITAND	$00000000
BIG_GATE_COL1	$007e7ef0
BIG_GATE_COL2	$007e7f02
BIG_GATE_COL3	$007e7f14
BIG_METEOR_C	$0003857d
CUBE2_COL1	$007e610e
CUBE2_COL2	$007e6120
BIGWHITEFOSPRITE_L	$0006b0f4
BIGPARTICLEEXPLODE_STRAT	$0006bbcb
BIGPARTICLEEXPLODE_ISTRAT	$0006bb95
BIGEXPLODE_ISTRAT	$0006b3c9
CUBEEXP_STRAT	$00098747
CUBEFALL_ISTRAT	$000986c4
CUBEFALL_STRAT	$000986ff
CUBECOLL_STRAT	$0009874c
BIG_GATE_F11	$000cc02f
GRABBER2	$0011edb4
BIG_M	$000c8000
BIG_GATE_EBSP	$000cc0fb
SVOLCANO	$00118000
BIG_BIRD_F	$000cddbc
BIG_BIRD_P	$000cdd84
BIG_GATE_F	$000cbf5b
BIG_GATE_P	$000cbf19
BIG_METEOR	$0011edb4
BIG_M_F	$000c8bef
BIG_M_P	$000c8bcf
BIG_BIRD_F1	$000cde58
BIG_BIRD_F3	$000cde63
BIG_BIRD_F5	$000cde6e
BIG_BIRD_F7	$000cde79
BIG_BIRD_F8	$000cdf26
BIG_BIRD_F9	$000cdf67
BIG_M_EBSP	$000c8d1d
BIG_GATE_F1	$000cbfd1
BIG_GATE_F3	$000cbfdd
GRABBER	$000c8000
BIG_GATE_F4	$000cbff4
BIG_GATE_F6	$000cc000
BIG_GATE_F8	$000cc00c
BIG_GATE_F9	$000cc023
BIG_M_F10	$000c8c92
BIG_M_F11	$000c8cc3
BIG_M_F12	$000c8ce1
BIG_M_F13	$000c8cff
BIG_BIRD	$000c8000
BIG_GATE	$000c8000
BIG_M_F1	$000c8c51
BIG_M_F3	$000c8c5c
BIG_M_F5	$000c8c67
BIG_M_F7	$000c8c72
BIG_M_F9	$000c8c7d
BIG_BIRD_F10	$000cdfb1
BIG_BIRD_EBSP	$000cdfe0
TPZ	$0000003e
PHAZERAP	$00000001
TPZ1	$0000003f
PHANDMSG	$0004c233
BEMOTHER_L	$0003ef61
GASF_KILLTYPE1	$00000001
GASF_KILLTYPE2	$00000002
GASF_KILLTYPE3	$00000004
GASF_FLAG1	$00000008
GASFLAGS	$0000157c
COCKPIT	$0000bf8b
COCK	$00001926
COCKSHIPOUT_STRAT	$000bcf95
COCKPITOUT_STRAT	$000bd021
COCKPIT_STRAT	$000bcc61
COCKPIT_ISTRAT	$000bcc46
COCKDUMPL_ISTRAT	$000bcb94
COCKDUMPL_STRAT	$000bcbc1
COCKPITOUT_ISTRAT	$000bcffc
COCKSHIPOUT_ISTRAT	$000bcf67
COCKPIT_F10	$0010afb5
COCKPIT_F11	$0010aff1
COCKPIT_F13	$0010affc
COCKPIT_F21	$0010b09a
COCKPIT_F14	$0010b039
COCKPIT_F23	$0010b0a6
COCKPIT_F30	$0010b109
COCKPIT_F16	$0010b044
COCKPIT_F17	$0010b082
COCKPIT_F24	$0010b0bc
COCKPIT_F32	$0010b115
COCKPIT_F33	$0010b13d
COCKPIT_F41	$0010b1a9
COCKPIT_F19	$0010b08e
COCKPIT_F26	$0010b0c8
COCKPIT_F27	$0010b0f1
COCKPIT_F35	$0010b149
COCKPIT_F43	$0010b1b5
COCKPIT_F29	$0010b0fd
COCKPIT_F36	$0010b185
COCKPIT_F45	$0010b1c1
COCKPIT_F38	$0010b191
COCKPIT_F39	$0010b19d
COCKPIT_F47	$0010b1cd
COCKPIT_F48	$0010b215
COCKPIT	$00108000
COCKPIT_EBSP	$0010b23f
COCKPIT_F1	$0010af79
COCKPIT_F3	$0010af85
COCKPIT_F5	$0010af91
COCKPIT_F7	$0010af9d
COCKPIT_F9	$0010afa9
COCKPIT_F	$0010ae2b
COCKPIT_P	$0010ad75
DEG11	$00000008
DEG22	$00000010
DEG45	$00000020
DEG60	$0000002a
DEG72	$00000033
DEG90	$00000040
DEG120	$00000055
DEG300	$000000d4
DEG135	$00000060
DEG240	$000000aa
DEG225	$000000a0
DEG144	$00000066
DEG216	$00000099
DEG315	$000000e0
DEG180	$00000080
DEG270	$000000c0
DEG360	$00000100
DEG288	$000000cc
ATGND	$00000001
GATE_0	$0000a11e
GATE_1	$0000a13a
GATE_2	$0000cd1b
DEG0	$00000000
DEG5	$00000004
NEBULA_ON	$007ef162
GATEFLASH_A1	$0003878c
GATE_STRAT	$00099816
DGEN3DVECS	$00098272
DGENVECS	$00098285
GATE_ISTRAT	$000997d6
DEG30	$00000015
GATE2_ISTRAT	$000ae8af
GATE3_ISTRAT	$000ae80f
GATE2_STRAT	$000ae8c8
GATE3_STRAT	$000ae82f
GATE_0	$000c8000
GATE_1	$000c8000
GATE_2	$00118000
GATE_1_EBSP	$000ca295
GATE_1_F10	$000ca24b
GATE_0_F1	$000ca00c
GATE_1_F1	$000ca18b
GATE_1_F3	$000ca196
GATE_1_F5	$000ca1a1
GATE_1_F7	$000ca1ac
GATE_1_F8	$000ca1e4
GATE_1_F9	$000ca201
GATE_2_F1	$0011c14b
GATE_0_F	$000c9fc2
GATE_1_F	$000ca119
GATE_2_F	$0011c113
GATE_0_P	$000c9f93
GATE_1_P	$000ca0e7
GATE_2_P	$0011c0e4
KAMIKAZE	$00009f6b
KAMIAP	$00000008
KAMIHP	$00000004
KAMI_S	$00009f87
KAMIHMISSILE1AP	$00000008
KAMIHMISSILE1HP	$00000002
MAKETOTALSCORE	$0002e354
MAKETOTALSCORE2	$0002e4cd
MAKENUMP	$0002e5d0
MAKENUMT	$0002e5cb
MAKEOBJ_L	$001fd3c1
MAKEBG2BLACK_L	$0002f352
MAKEENDOBJ	$0002e668
MAKESND	$00249246
MAKEENDOBJN2	$0002e6fc
